Account,Category,Amount,from_date,to_date,account_line_type
Client Meetings,85 Starling Road Diamond Creek Stage 2,0.0,2024-01-01,2024-01-31,Other
Consulting & Accounting,85 Starling Road Diamond Creek Stage 2,0.0,2024-01-01,2024-01-31,Other
Depreciation,85 Starling Road Diamond Creek Stage 2,0.0,2024-01-01,2024-01-31,Other
Filing fees,85 Starling Road Diamond Creek Stage 2,0.0,2024-01-01,2024-01-31,Other
Interest Expense,85 Starling Road Diamond Creek Stage 2,0.0,2024-01-01,2024-01-31,Other
Motor Vehicle Expenses,85 Starling Road Diamond Creek Stage 2,0.0,2024-01-01,2024-01-31,Other
Office Expenses,85 Starling Road Diamond Creek Stage 2,0.0,2024-01-01,2024-01-31,Other
Protective Clothing,85 Starling Road Diamond Creek Stage 2,0.0,2024-01-01,2024-01-31,Other
Staff Amenities,85 Starling Road Diamond Creek Stage 2,0.0,2024-01-01,2024-01-31,Other
Subscriptions,85 Starling Road Diamond Creek Stage 2,0.0,2024-01-01,2024-01-31,Other
Telephone & Internet,85 Starling Road Diamond Creek Stage 2,0.0,2024-01-01,2024-01-31,Other
Total Operating Expenses,85 Starling Road Diamond Creek Stage 2,0.0,2024-01-01,2024-01-31,Operating Expenses
Net Profit,85 Starling Road Diamond Creek Stage 2,0.0,2024-01-01,2024-01-31,Other
Sales,Overheads,0.0,2024-01-01,2024-01-31,Income
Total Trading Income,Overheads,0.0,2024-01-01,2024-01-31,Income
Contractors,Overheads,3650.0,2024-01-01,2024-01-31,Cost of Sales
Cost of Goods Sold,Overheads,2780.62,2024-01-01,2024-01-31,Cost of Sales
Hire of Equipment/Tools,Overheads,0.0,2024-01-01,2024-01-31,Cost of Sales
License & Permits,Overheads,0.0,2024-01-01,2024-01-31,Other
Superannuation,Overheads,3114.93,2024-01-01,2024-01-31,Other
Wages and Salaries,Overheads,28317.46,2024-01-01,2024-01-31,Other
Total Cost of Sales,Overheads,0.0,2024-01-01,2024-01-31,Income
Gross Profit,Overheads,0.0,2024-01-01,2024-01-31,Other
Advertising,Overheads,7430.11,2024-01-01,2024-01-31,Other
Bank Fees,Overheads,247.92,2024-01-01,2024-01-31,Other
Client Meetings,Overheads,454.55,2024-01-01,2024-01-31,Other
Consulting & Accounting,Overheads,960.0,2024-01-01,2024-01-31,Other
Depreciation,Overheads,334.2,2024-01-01,2024-01-31,Other
Filing fees,Overheads,310.0,2024-01-01,2024-01-31,Other
Interest Expense,Overheads,2186.7,2024-01-01,2024-01-31,Other
Motor Vehicle Expenses,Overheads,2025.99,2024-01-01,2024-01-31,Other
Office Expenses,Overheads,480.12,2024-01-01,2024-01-31,Other
Protective Clothing,Overheads,136.23,2024-01-01,2024-01-31,Other
Staff Amenities,Overheads,120.99,2024-01-01,2024-01-31,Other
Subscriptions,Overheads,1390.85,2024-01-01,2024-01-31,Other
Telephone & Internet,Overheads,334.62,2024-01-01,2024-01-31,Other
Total Operating Expenses,Overheads,0.0,2024-01-01,2024-01-31,Operating Expenses
Net Profit,Overheads,0.0,2024-01-01,2024-01-31,Other
Sales,Unassigned,0.0,2024-01-01,2024-01-31,Income
Total Trading Income,Unassigned,0.0,2024-01-01,2024-01-31,Income
Contractors,Unassigned,0.0,2024-01-01,2024-01-31,Cost of Sales
Cost of Goods Sold,Unassigned,0.0,2024-01-01,2024-01-31,Cost of Sales
Hire of Equipment/Tools,Unassigned,0.0,2024-01-01,2024-01-31,Cost of Sales
License & Permits,Unassigned,0.0,2024-01-01,2024-01-31,Other
Superannuation,Unassigned,0.0,2024-01-01,2024-01-31,Other
Wages and Salaries,Unassigned,1724.96,2024-01-01,2024-01-31,Other
Total Cost of Sales,Unassigned,0.0,2024-01-01,2024-01-31,Income
Gross Profit,Unassigned,0.0,2024-01-01,2024-01-31,Other
Advertising,Unassigned,0.0,2024-01-01,2024-01-31,Other
Bank Fees,Unassigned,0.0,2024-01-01,2024-01-31,Other
Client Meetings,Unassigned,0.0,2024-01-01,2024-01-31,Other
Consulting & Accounting,Unassigned,0.0,2024-01-01,2024-01-31,Other
Depreciation,Unassigned,4727.78,2024-01-01,2024-01-31,Other
Filing fees,Unassigned,0.0,2024-01-01,2024-01-31,Other
Interest Expense,Unassigned,0.0,2024-01-01,2024-01-31,Other
Motor Vehicle Expenses,Unassigned,0.0,2024-01-01,2024-01-31,Other
Office Expenses,Unassigned,0.0,2024-01-01,2024-01-31,Other
Protective Clothing,Unassigned,0.0,2024-01-01,2024-01-31,Other
Staff Amenities,Unassigned,0.0,2024-01-01,2024-01-31,Other
Subscriptions,Unassigned,0.0,2024-01-01,2024-01-31,Other
Telephone & Internet,Unassigned,0.0,2024-01-01,2024-01-31,Other
Total Operating Expenses,Unassigned,0.0,2024-01-01,2024-01-31,Operating Expenses
Net Profit,Unassigned,0.0,2024-01-01,2024-01-31,Other
Sales,Total,0.0,2024-01-01,2024-01-31,Income
Total Trading Income,Total,0.0,2024-01-01,2024-01-31,Income
Contractors,Total,0.0,2024-01-01,2024-01-31,Cost of Sales
Cost of Goods Sold,Total,0.0,2024-01-01,2024-01-31,Cost of Sales
Hire of Equipment/Tools,Total,0.0,2024-01-01,2024-01-31,Cost of Sales
License & Permits,Total,0.0,2024-01-01,2024-01-31,Other
Superannuation,Total,0.0,2024-01-01,2024-01-31,Other
Wages and Salaries,Total,0.0,2024-01-01,2024-01-31,Other
Total Cost of Sales,Total,0.0,2024-01-01,2024-01-31,Income
Gross Profit,Total,0.0,2024-01-01,2024-01-31,Other
Advertising,Total,0.0,2024-01-01,2024-01-31,Other
Bank Fees,Total,0.0,2024-01-01,2024-01-31,Other
Client Meetings,Total,0.0,2024-01-01,2024-01-31,Other
Consulting & Accounting,Total,0.0,2024-01-01,2024-01-31,Other
Depreciation,Total,0.0,2024-01-01,2024-01-31,Other
Filing fees,Total,0.0,2024-01-01,2024-01-31,Other
Interest Expense,Total,0.0,2024-01-01,2024-01-31,Other
Motor Vehicle Expenses,Total,0.0,2024-01-01,2024-01-31,Other
Office Expenses,Total,0.0,2024-01-01,2024-01-31,Other
Protective Clothing,Total,0.0,2024-01-01,2024-01-31,Other
Staff Amenities,Total,0.0,2024-01-01,2024-01-31,Other
Subscriptions,Total,0.0,2024-01-01,2024-01-31,Other
Telephone & Internet,Total,0.0,2024-01-01,2024-01-31,Other
Total Operating Expenses,Total,0.0,2024-01-01,2024-01-31,Operating Expenses
Net Profit,Total,0.0,2024-01-01,2024-01-31,Other
Sales,11 Munro Street Macleod,1363.64,2023-08-01,2023-08-31,Income
Total Trading Income,11 Munro Street Macleod,0.0,2023-08-01,2023-08-31,Income
Contractors,11 Munro Street Macleod,0.0,2023-08-01,2023-08-31,Cost of Sales
Cost of Goods Sold,11 Munro Street Macleod,77.89,2023-08-01,2023-08-31,Cost of Sales
Insurance - Warranty,11 Munro Street Macleod,0.0,2023-08-01,2023-08-31,Other
License & Permits,11 Munro Street Macleod,0.0,2023-08-01,2023-08-31,Other
Superannuation,11 Munro Street Macleod,0.0,2023-08-01,2023-08-31,Other
Wages and Salaries,11 Munro Street Macleod,0.0,2023-08-01,2023-08-31,Other
Total Cost of Sales,11 Munro Street Macleod,0.0,2023-08-01,2023-08-31,Income
Gross Profit,11 Munro Street Macleod,0.0,2023-08-01,2023-08-31,Other
Advertising,11 Munro Street Macleod,0.0,2023-08-01,2023-08-31,Other
Bank Fees,11 Munro Street Macleod,0.0,2023-08-01,2023-08-31,Other
Consulting & Accounting,11 Munro Street Macleod,0.0,2023-08-01,2023-08-31,Other
Depreciation,11 Munro Street Macleod,0.0,2023-08-01,2023-08-31,Other
Insurance - Business,11 Munro Street Macleod,0.0,2023-08-01,2023-08-31,Other
Interest Expense,11 Munro Street Macleod,0.0,2023-08-01,2023-08-31,Other
Motor Vehicle Expenses,11 Munro Street Macleod,0.0,2023-08-01,2023-08-31,Other
Office Expenses,11 Munro Street Macleod,0.0,2023-08-01,2023-08-31,Other
Protective Clothing,11 Munro Street Macleod,0.0,2023-08-01,2023-08-31,Other
Staff Amenities,11 Munro Street Macleod,0.0,2023-08-01,2023-08-31,Other
Staff Education/Training,11 Munro Street Macleod,0.0,2023-08-01,2023-08-31,Other
Subscriptions,11 Munro Street Macleod,0.0,2023-08-01,2023-08-31,Other
Telephone & Internet,11 Munro Street Macleod,0.0,2023-08-01,2023-08-31,Other
Travel - National,11 Munro Street Macleod,0.0,2023-08-01,2023-08-31,Other
Total Operating Expenses,11 Munro Street Macleod,0.0,2023-08-01,2023-08-31,Operating Expenses
Net Profit,11 Munro Street Macleod,0.0,2023-08-01,2023-08-31,Other
Sales,11 York Street Eltham,0.0,2023-08-01,2023-08-31,Income
Total Trading Income,11 York Street Eltham,0.0,2023-08-01,2023-08-31,Income
Contractors,11 York Street Eltham,0.0,2023-08-01,2023-08-31,Cost of Sales
Cost of Goods Sold,11 York Street Eltham,332.45,2023-08-01,2023-08-31,Cost of Sales
Insurance - Warranty,11 York Street Eltham,0.0,2023-08-01,2023-08-31,Other
License & Permits,11 York Street Eltham,0.0,2023-08-01,2023-08-31,Other
Superannuation,11 York Street Eltham,0.0,2023-08-01,2023-08-31,Other
Wages and Salaries,11 York Street Eltham,0.0,2023-08-01,2023-08-31,Other
Total Cost of Sales,11 York Street Eltham,0.0,2023-08-01,2023-08-31,Income
Gross Profit,11 York Street Eltham,0.0,2023-08-01,2023-08-31,Other
Advertising,11 York Street Eltham,0.0,2023-08-01,2023-08-31,Other
Bank Fees,11 York Street Eltham,0.0,2023-08-01,2023-08-31,Other
Consulting & Accounting,11 York Street Eltham,0.0,2023-08-01,2023-08-31,Other
Depreciation,11 York Street Eltham,0.0,2023-08-01,2023-08-31,Other
Insurance - Business,11 York Street Eltham,0.0,2023-08-01,2023-08-31,Other
Interest Expense,11 York Street Eltham,0.0,2023-08-01,2023-08-31,Other
Motor Vehicle Expenses,11 York Street Eltham,0.0,2023-08-01,2023-08-31,Other
Office Expenses,11 York Street Eltham,0.0,2023-08-01,2023-08-31,Other
Protective Clothing,11 York Street Eltham,0.0,2023-08-01,2023-08-31,Other
Staff Amenities,11 York Street Eltham,0.0,2023-08-01,2023-08-31,Other
Staff Education/Training,11 York Street Eltham,0.0,2023-08-01,2023-08-31,Other
Subscriptions,11 York Street Eltham,0.0,2023-08-01,2023-08-31,Other
Telephone & Internet,11 York Street Eltham,0.0,2023-08-01,2023-08-31,Other
Travel - National,11 York Street Eltham,0.0,2023-08-01,2023-08-31,Other
Total Operating Expenses,11 York Street Eltham,0.0,2023-08-01,2023-08-31,Operating Expenses
Net Profit,11 York Street Eltham,0.0,2023-08-01,2023-08-31,Other
Sales,16 Longs Rd Lower Plenty,2350.0,2023-08-01,2023-08-31,Income
Total Trading Income,16 Longs Rd Lower Plenty,0.0,2023-08-01,2023-08-31,Income
Contractors,16 Longs Rd Lower Plenty,4284.0,2023-08-01,2023-08-31,Cost of Sales
Cost of Goods Sold,16 Longs Rd Lower Plenty,19.48,2023-08-01,2023-08-31,Cost of Sales
Insurance - Warranty,16 Longs Rd Lower Plenty,0.0,2023-08-01,2023-08-31,Other
License & Permits,16 Longs Rd Lower Plenty,0.0,2023-08-01,2023-08-31,Other
Superannuation,16 Longs Rd Lower Plenty,0.0,2023-08-01,2023-08-31,Other
Wages and Salaries,16 Longs Rd Lower Plenty,0.0,2023-08-01,2023-08-31,Other
Total Cost of Sales,16 Longs Rd Lower Plenty,0.0,2023-08-01,2023-08-31,Income
Gross Profit,16 Longs Rd Lower Plenty,0.0,2023-08-01,2023-08-31,Other
Advertising,16 Longs Rd Lower Plenty,0.0,2023-08-01,2023-08-31,Other
Bank Fees,16 Longs Rd Lower Plenty,0.0,2023-08-01,2023-08-31,Other
Consulting & Accounting,16 Longs Rd Lower Plenty,0.0,2023-08-01,2023-08-31,Other
Depreciation,16 Longs Rd Lower Plenty,0.0,2023-08-01,2023-08-31,Other
Insurance - Business,16 Longs Rd Lower Plenty,0.0,2023-08-01,2023-08-31,Other
Interest Expense,16 Longs Rd Lower Plenty,0.0,2023-08-01,2023-08-31,Other
Motor Vehicle Expenses,16 Longs Rd Lower Plenty,0.0,2023-08-01,2023-08-31,Other
Office Expenses,16 Longs Rd Lower Plenty,0.0,2023-08-01,2023-08-31,Other
Protective Clothing,16 Longs Rd Lower Plenty,0.0,2023-08-01,2023-08-31,Other
Staff Amenities,16 Longs Rd Lower Plenty,0.0,2023-08-01,2023-08-31,Other
Staff Education/Training,16 Longs Rd Lower Plenty,0.0,2023-08-01,2023-08-31,Other
Subscriptions,16 Longs Rd Lower Plenty,0.0,2023-08-01,2023-08-31,Other
Telephone & Internet,16 Longs Rd Lower Plenty,0.0,2023-08-01,2023-08-31,Other
Travel - National,16 Longs Rd Lower Plenty,0.0,2023-08-01,2023-08-31,Other
Total Operating Expenses,16 Longs Rd Lower Plenty,0.0,2023-08-01,2023-08-31,Operating Expenses
Net Profit,16 Longs Rd Lower Plenty,0.0,2023-08-01,2023-08-31,Other
Sales,23 McMahons road Kinglake,130286.12,2023-08-01,2023-08-31,Income
Total Trading Income,23 McMahons road Kinglake,0.0,2023-08-01,2023-08-31,Income
Contractors,23 McMahons road Kinglake,4000.0,2023-08-01,2023-08-31,Cost of Sales
Cost of Goods Sold,23 McMahons road Kinglake,0.0,2023-08-01,2023-08-31,Cost of Sales
Insurance - Warranty,23 McMahons road Kinglake,0.0,2023-08-01,2023-08-31,Other
License & Permits,23 McMahons road Kinglake,0.0,2023-08-01,2023-08-31,Other
Superannuation,23 McMahons road Kinglake,0.0,2023-08-01,2023-08-31,Other
Wages and Salaries,23 McMahons road Kinglake,0.0,2023-08-01,2023-08-31,Other
Total Cost of Sales,23 McMahons road Kinglake,0.0,2023-08-01,2023-08-31,Income
Gross Profit,23 McMahons road Kinglake,0.0,2023-08-01,2023-08-31,Other
Advertising,23 McMahons road Kinglake,0.0,2023-08-01,2023-08-31,Other
Bank Fees,23 McMahons road Kinglake,0.0,2023-08-01,2023-08-31,Other
Consulting & Accounting,23 McMahons road Kinglake,0.0,2023-08-01,2023-08-31,Other
Depreciation,23 McMahons road Kinglake,0.0,2023-08-01,2023-08-31,Other
Insurance - Business,23 McMahons road Kinglake,0.0,2023-08-01,2023-08-31,Other
Interest Expense,23 McMahons road Kinglake,0.0,2023-08-01,2023-08-31,Other
Motor Vehicle Expenses,23 McMahons road Kinglake,0.0,2023-08-01,2023-08-31,Other
Office Expenses,23 McMahons road Kinglake,0.0,2023-08-01,2023-08-31,Other
Protective Clothing,23 McMahons road Kinglake,0.0,2023-08-01,2023-08-31,Other
Staff Amenities,23 McMahons road Kinglake,0.0,2023-08-01,2023-08-31,Other
Staff Education/Training,23 McMahons road Kinglake,0.0,2023-08-01,2023-08-31,Other
Subscriptions,23 McMahons road Kinglake,0.0,2023-08-01,2023-08-31,Other
Telephone & Internet,23 McMahons road Kinglake,0.0,2023-08-01,2023-08-31,Other
Travel - National,23 McMahons road Kinglake,0.0,2023-08-01,2023-08-31,Other
Total Operating Expenses,23 McMahons road Kinglake,0.0,2023-08-01,2023-08-31,Operating Expenses
Net Profit,23 McMahons road Kinglake,0.0,2023-08-01,2023-08-31,Other
Sales,3 Kinnear Court Montmorency,83636.36,2023-08-01,2023-08-31,Income
Total Trading Income,3 Kinnear Court Montmorency,0.0,2023-08-01,2023-08-31,Income
Contractors,3 Kinnear Court Montmorency,47826.49,2023-08-01,2023-08-31,Cost of Sales
Cost of Goods Sold,3 Kinnear Court Montmorency,65770.39,2023-08-01,2023-08-31,Cost of Sales
Insurance - Warranty,3 Kinnear Court Montmorency,0.0,2023-08-01,2023-08-31,Other
License & Permits,3 Kinnear Court Montmorency,0.0,2023-08-01,2023-08-31,Other
Superannuation,3 Kinnear Court Montmorency,693.55,2023-08-01,2023-08-31,Other
Wages and Salaries,3 Kinnear Court Montmorency,6305.0,2023-08-01,2023-08-31,Other
Total Cost of Sales,3 Kinnear Court Montmorency,0.0,2023-08-01,2023-08-31,Income
Gross Profit,3 Kinnear Court Montmorency,0.0,2023-08-01,2023-08-31,Other
Advertising,3 Kinnear Court Montmorency,0.0,2023-08-01,2023-08-31,Other
Bank Fees,3 Kinnear Court Montmorency,0.0,2023-08-01,2023-08-31,Other
Consulting & Accounting,3 Kinnear Court Montmorency,0.0,2023-08-01,2023-08-31,Other
Depreciation,3 Kinnear Court Montmorency,0.0,2023-08-01,2023-08-31,Other
Insurance - Business,3 Kinnear Court Montmorency,0.0,2023-08-01,2023-08-31,Other
Interest Expense,3 Kinnear Court Montmorency,0.0,2023-08-01,2023-08-31,Other
Motor Vehicle Expenses,3 Kinnear Court Montmorency,0.0,2023-08-01,2023-08-31,Other
Office Expenses,3 Kinnear Court Montmorency,0.0,2023-08-01,2023-08-31,Other
Protective Clothing,3 Kinnear Court Montmorency,0.0,2023-08-01,2023-08-31,Other
Staff Amenities,3 Kinnear Court Montmorency,0.0,2023-08-01,2023-08-31,Other
Staff Education/Training,3 Kinnear Court Montmorency,0.0,2023-08-01,2023-08-31,Other
Subscriptions,3 Kinnear Court Montmorency,0.0,2023-08-01,2023-08-31,Other
Telephone & Internet,3 Kinnear Court Montmorency,0.0,2023-08-01,2023-08-31,Other
Travel - National,3 Kinnear Court Montmorency,0.0,2023-08-01,2023-08-31,Other
Total Operating Expenses,3 Kinnear Court Montmorency,0.0,2023-08-01,2023-08-31,Operating Expenses
Net Profit,3 Kinnear Court Montmorency,0.0,2023-08-01,2023-08-31,Other
Sales,6 Kerta Court Greensborough,203252.32,2023-08-01,2023-08-31,Income
Total Trading Income,6 Kerta Court Greensborough,0.0,2023-08-01,2023-08-31,Income
Contractors,6 Kerta Court Greensborough,91223.54,2023-08-01,2023-08-31,Cost of Sales
Cost of Goods Sold,6 Kerta Court Greensborough,40515.43,2023-08-01,2023-08-31,Cost of Sales
Insurance - Warranty,6 Kerta Court Greensborough,0.0,2023-08-01,2023-08-31,Other
License & Permits,6 Kerta Court Greensborough,0.0,2023-08-01,2023-08-31,Other
Superannuation,6 Kerta Court Greensborough,1500.83,2023-08-01,2023-08-31,Other
Wages and Salaries,6 Kerta Court Greensborough,14886.42,2023-08-01,2023-08-31,Other
Total Cost of Sales,6 Kerta Court Greensborough,0.0,2023-08-01,2023-08-31,Income
Gross Profit,6 Kerta Court Greensborough,0.0,2023-08-01,2023-08-31,Other
Advertising,6 Kerta Court Greensborough,0.0,2023-08-01,2023-08-31,Other
Bank Fees,6 Kerta Court Greensborough,0.0,2023-08-01,2023-08-31,Other
Consulting & Accounting,6 Kerta Court Greensborough,0.0,2023-08-01,2023-08-31,Other
Depreciation,6 Kerta Court Greensborough,0.0,2023-08-01,2023-08-31,Other
Insurance - Business,6 Kerta Court Greensborough,0.0,2023-08-01,2023-08-31,Other
Interest Expense,6 Kerta Court Greensborough,0.0,2023-08-01,2023-08-31,Other
Motor Vehicle Expenses,6 Kerta Court Greensborough,0.0,2023-08-01,2023-08-31,Other
Office Expenses,6 Kerta Court Greensborough,0.0,2023-08-01,2023-08-31,Other
Protective Clothing,6 Kerta Court Greensborough,0.0,2023-08-01,2023-08-31,Other
Staff Amenities,6 Kerta Court Greensborough,0.0,2023-08-01,2023-08-31,Other
Staff Education/Training,6 Kerta Court Greensborough,0.0,2023-08-01,2023-08-31,Other
Subscriptions,6 Kerta Court Greensborough,0.0,2023-08-01,2023-08-31,Other
Telephone & Internet,6 Kerta Court Greensborough,0.0,2023-08-01,2023-08-31,Other
Travel - National,6 Kerta Court Greensborough,0.0,2023-08-01,2023-08-31,Other
Total Operating Expenses,6 Kerta Court Greensborough,0.0,2023-08-01,2023-08-31,Operating Expenses
Net Profit,6 Kerta Court Greensborough,0.0,2023-08-01,2023-08-31,Other
Sales,6-8 Nokes Court,0.0,2023-08-01,2023-08-31,Income
Total Trading Income,6-8 Nokes Court,0.0,2023-08-01,2023-08-31,Income
Contractors,6-8 Nokes Court,57586.0,2023-08-01,2023-08-31,Cost of Sales
Cost of Goods Sold,6-8 Nokes Court,23325.47,2023-08-01,2023-08-31,Cost of Sales
Insurance - Warranty,6-8 Nokes Court,0.0,2023-08-01,2023-08-31,Other
License & Permits,6-8 Nokes Court,1536.0,2023-08-01,2023-08-31,Other
Superannuation,6-8 Nokes Court,97.65,2023-08-01,2023-08-31,Other
Wages and Salaries,6-8 Nokes Court,887.69,2023-08-01,2023-08-31,Other
Total Cost of Sales,6-8 Nokes Court,0.0,2023-08-01,2023-08-31,Income
Gross Profit,6-8 Nokes Court,0.0,2023-08-01,2023-08-31,Other
Advertising,6-8 Nokes Court,0.0,2023-08-01,2023-08-31,Other
Bank Fees,6-8 Nokes Court,0.0,2023-08-01,2023-08-31,Other
Consulting & Accounting,6-8 Nokes Court,0.0,2023-08-01,2023-08-31,Other
Depreciation,6-8 Nokes Court,0.0,2023-08-01,2023-08-31,Other
Insurance - Business,6-8 Nokes Court,0.0,2023-08-01,2023-08-31,Other
Interest Expense,6-8 Nokes Court,0.0,2023-08-01,2023-08-31,Other
Motor Vehicle Expenses,6-8 Nokes Court,0.0,2023-08-01,2023-08-31,Other
Office Expenses,6-8 Nokes Court,0.0,2023-08-01,2023-08-31,Other
Protective Clothing,6-8 Nokes Court,0.0,2023-08-01,2023-08-31,Other
Staff Amenities,6-8 Nokes Court,0.0,2023-08-01,2023-08-31,Other
Staff Education/Training,6-8 Nokes Court,0.0,2023-08-01,2023-08-31,Other
Subscriptions,6-8 Nokes Court,0.0,2023-08-01,2023-08-31,Other
Telephone & Internet,6-8 Nokes Court,0.0,2023-08-01,2023-08-31,Other
Travel - National,6-8 Nokes Court,0.0,2023-08-01,2023-08-31,Other
Total Operating Expenses,6-8 Nokes Court,0.0,2023-08-01,2023-08-31,Operating Expenses
Net Profit,6-8 Nokes Court,0.0,2023-08-01,2023-08-31,Other
Sales,6-8 Nokes Court Planning,0.0,2023-08-01,2023-08-31,Income
Total Trading Income,6-8 Nokes Court Planning,0.0,2023-08-01,2023-08-31,Income
Contractors,6-8 Nokes Court Planning,0.0,2023-08-01,2023-08-31,Cost of Sales
Cost of Goods Sold,6-8 Nokes Court Planning,0.0,2023-08-01,2023-08-31,Cost of Sales
Insurance - Warranty,6-8 Nokes Court Planning,0.0,2023-08-01,2023-08-31,Other
License & Permits,6-8 Nokes Court Planning,759.8,2023-08-01,2023-08-31,Other
Superannuation,6-8 Nokes Court Planning,0.0,2023-08-01,2023-08-31,Other
Wages and Salaries,6-8 Nokes Court Planning,0.0,2023-08-01,2023-08-31,Other
Total Cost of Sales,6-8 Nokes Court Planning,0.0,2023-08-01,2023-08-31,Income
Gross Profit,6-8 Nokes Court Planning,0.0,2023-08-01,2023-08-31,Other
Advertising,6-8 Nokes Court Planning,0.0,2023-08-01,2023-08-31,Other
Bank Fees,6-8 Nokes Court Planning,0.0,2023-08-01,2023-08-31,Other
Consulting & Accounting,6-8 Nokes Court Planning,0.0,2023-08-01,2023-08-31,Other
Depreciation,6-8 Nokes Court Planning,0.0,2023-08-01,2023-08-31,Other
Insurance - Business,6-8 Nokes Court Planning,0.0,2023-08-01,2023-08-31,Other
Interest Expense,6-8 Nokes Court Planning,0.0,2023-08-01,2023-08-31,Other
Motor Vehicle Expenses,6-8 Nokes Court Planning,0.0,2023-08-01,2023-08-31,Other
Office Expenses,6-8 Nokes Court Planning,0.0,2023-08-01,2023-08-31,Other
Protective Clothing,6-8 Nokes Court Planning,0.0,2023-08-01,2023-08-31,Other
Staff Amenities,6-8 Nokes Court Planning,0.0,2023-08-01,2023-08-31,Other
Staff Education/Training,6-8 Nokes Court Planning,0.0,2023-08-01,2023-08-31,Other
Subscriptions,6-8 Nokes Court Planning,0.0,2023-08-01,2023-08-31,Other
